id	institutionCode	collectionCode	ownerInstitutionCode	basisOfRecord	occurrenceID	catalogNumber	otherCatalogNumbers	kingdom	phylum	class	order	family	scientificName	scientificNameAuthorship	genus	specificEpithet	taxonRank	infraspecificEpithet	identifiedBy	dateIdentified	identificationReferences	identificationRemarks	taxonRemarks	identificationQualifier	typeStatus	recordedBy	recordedByID	associatedCollectors	recordNumber	eventDate	year	month	day	startDayOfYear	endDayOfYear	verbatimEventDate	occurrenceRemarks	habitat	substrate	verbatimAttributes	fieldNumber	informationWithheld	dataGeneralizations	dynamicProperties	associatedTaxa	reproductiveCondition	establishmentMeans	cultivationStatus	lifeStage	sex	individualCount	samplingProtocol	samplingEffort	preparations	country	stateProvince	county	municipality	locality	locationRemarks	localitySecurity	localitySecurityReason	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	verbatimCoordinates	georeferencedBy	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	minimumElevationInMeters	maximumElevationInMeters	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	verbatimElevation	disposition	language	recordEnteredBy	modified	sourcePrimaryKey-dbpk	collId	recordId	references
14840397	ASU	ASUHIC		PreservedSpecimen	713e3741-3d36-451b-8c8c-def1dd7a5e08		Teneb_base 2855, ASUC 10877	Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes caudiferus	LeConte, 1858	Eleodes	caudiferus			C.A. Triplehorn							Oscar Francke		Mont A. Cazier		1972-00-00	1972	0	24			24-24..1972	walking among plants on a sand dune												adult						USA	New Mexico	San Juan County		N of Navajo		0		36.027704	-109.039688	WGS84			David Fleming		SCAN	requires verification		2470	2470							dflemin2	2015-03-08 21:17:29		1	urn:uuid:713e3741-3d36-451b-8c8c-def1dd7a5e08	http://scan-bugs.org/portal/collections/individual/index.php?occid=14840397
14840398	ASU	ASUHIC		PreservedSpecimen	44f34c92-43c4-485f-b938-2df70af53164		Teneb_base 2858, ASUC 10880	Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes caudiferus	LeConte, 1858	Eleodes	caudiferus			C.A. Triplehorn							Oscar Francke		Mont A. Cazier		1972-00-00	1972	0	24			24-24..1972	walking among plants on a sand dune												adult						USA	New Mexico	San Juan County		N of Navajo		0		36.027704	-109.039688	WGS84			David Fleming		SCAN	requires verification		2470	2470							dflemin2	2015-03-08 21:17:29		1	urn:uuid:44f34c92-43c4-485f-b938-2df70af53164	http://scan-bugs.org/portal/collections/individual/index.php?occid=14840398
14840399	ASU	ASUHIC		PreservedSpecimen	2b081b6e-6314-4299-8073-e00ea8b39fc7		Teneb_base 2797, ASUC 10852	Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes sponsus	LeConte, 1858	Eleodes	sponsus			C.A. Triplehorn							Oscar Francke		Mont A. Cazier		1972-00-00	1972	0	24			24-24..1972	walking among plants on a sand dune												adult						USA	New Mexico	San Juan County		N of Navajo		0		36.027704	-109.039688	WGS84			David Fleming		SCAN	requires verification		2470	2470							dflemin2	2015-03-08 21:17:29		1	urn:uuid:2b081b6e-6314-4299-8073-e00ea8b39fc7	http://scan-bugs.org/portal/collections/individual/index.php?occid=14840399
14840400	ASU	ASUHIC		PreservedSpecimen	53c88b49-401e-4e44-8712-72ae6b3e57d2		Teneb_base 2798, ASUC 10853	Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes sponsus	LeConte, 1858	Eleodes	sponsus			C.A. Triplehorn							Oscar Francke		Mont A. Cazier		1972-00-00	1972	0	24			24-24..1972	walking among plants on a sand dune												adult						USA	New Mexico	San Juan County		N of Navajo		0		36.027704	-109.039688	WGS84			David Fleming		SCAN	requires verification		2470	2470							dflemin2	2015-03-08 21:17:29		1	urn:uuid:53c88b49-401e-4e44-8712-72ae6b3e57d2	http://scan-bugs.org/portal/collections/individual/index.php?occid=14840400
14840401	ASU	ASUHIC		PreservedSpecimen	f4d98f8f-1061-4a12-8d42-36348ec17fd4		Teneb_base 2799, ASUC 10857	Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes sponsus	LeConte, 1858	Eleodes	sponsus			C.A. Triplehorn							Oscar Francke		Mont A. Cazier		1972-00-00	1972	0	24			24-24..1972	walking among plants on a sand dune												adult						USA	New Mexico	San Juan County		N of Navajo		0		36.027704	-109.039688	WGS84			David Fleming		SCAN	requires verification		2470	2470							dflemin2	2015-03-08 21:17:29		1	urn:uuid:f4d98f8f-1061-4a12-8d42-36348ec17fd4	http://scan-bugs.org/portal/collections/individual/index.php?occid=14840401
14840402	ASU	ASUHIC		PreservedSpecimen	ea87013f-fc46-491e-a5dd-08c44b3e5ec4	ASUHIC0076450	Teneb_base 2800, ASUC 10854	Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes sponsus	LeConte, 1858	Eleodes	sponsus			C.A. Triplehorn							Oscar Francke		Mont A. Cazier		1972-06-24	1972	6	24	176			walking among plants on a sand dune												adult						USA	New Mexico	San Juan County		N of Navajo		0		36.027704	-109.039688	WGS84			David Fleming		SCAN	requires verification		2470	2470							dflemin2	2015-06-26 16:53:10		1	urn:uuid:ea87013f-fc46-491e-a5dd-08c44b3e5ec4	http://scan-bugs.org/portal/collections/individual/index.php?occid=14840402
14840403	ASU	ASUHIC		PreservedSpecimen	200be978-4742-4939-ac79-5f98ff4a2e33		Teneb_base 2359, ASUC 10623	Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes extricatus	Say, 1824	Eleodes	extricatus			C.A. Triplehorn							Oscar Francke		Mont A. Cazier		1972-00-00	1972	0	24			24-24..1972	walking among plants on a sand dune												adult						USA	New Mexico	San Juan County		N of Navajo		0		36.027704	-109.039688	WGS84			David Fleming		SCAN	requires verification		2470	2470							dflemin2	2015-03-08 21:17:29		1	urn:uuid:200be978-4742-4939-ac79-5f98ff4a2e33	http://scan-bugs.org/portal/collections/individual/index.php?occid=14840403
14840404	ASU	ASUHIC		PreservedSpecimen	f5fbc794-4aef-4f8a-9b3a-8faf46f3a891		Teneb_base 2360, ASUC 10630	Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes extricatus	Say, 1824	Eleodes	extricatus			C.A. Triplehorn							Oscar Francke		Mont A. Cazier		1972-00-00	1972	0	24			24-24..1972	walking among plants on a sand dune												adult						USA	New Mexico	San Juan County		N of Navajo		0		36.027704	-109.039688	WGS84			David Fleming		SCAN	requires verification		2470	2470							dflemin2	2015-03-08 21:17:29		1	urn:uuid:f5fbc794-4aef-4f8a-9b3a-8faf46f3a891	http://scan-bugs.org/portal/collections/individual/index.php?occid=14840404
14840405	ASU	ASUHIC		PreservedSpecimen	7cfc9cab-9cb3-469f-80de-37c14dce90b1		Teneb_base 2361, ASUC 10632	Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes extricatus	Say, 1824	Eleodes	extricatus			C.A. Triplehorn							Oscar Francke		Mont A. Cazier		1972-00-00	1972	0	24			24-24..1972	walking among plants on a sand dune												adult						USA	New Mexico	San Juan County		N of Navajo		0		36.027704	-109.039688	WGS84			David Fleming		SCAN	requires verification		2470	2470							dflemin2	2015-03-08 21:17:29		1	urn:uuid:7cfc9cab-9cb3-469f-80de-37c14dce90b1	http://scan-bugs.org/portal/collections/individual/index.php?occid=14840405
14840406	ASU	ASUHIC		PreservedSpecimen	3fc81da1-e200-4e24-a401-d90bfb85fcf3		Teneb_base 2362, ASUC 10642	Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes extricatus	Say, 1824	Eleodes	extricatus			C.A. Triplehorn							Oscar Francke		Mont A. Cazier		1972-00-00	1972	0	24			24-24..1972	walking among plants on a sand dune												adult						USA	New Mexico	San Juan County		N of Navajo		0		36.027704	-109.039688	WGS84			David Fleming		SCAN	requires verification		2470	2470							dflemin2	2015-03-08 21:17:29		1	urn:uuid:3fc81da1-e200-4e24-a401-d90bfb85fcf3	http://scan-bugs.org/portal/collections/individual/index.php?occid=14840406
14840407	ASU	ASUHIC		PreservedSpecimen	05b83b01-52a5-43e6-92b7-df3b6d081da8		Teneb_base 2363, ASUC 10643	Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes extricatus	Say, 1824	Eleodes	extricatus			C.A. Triplehorn							Oscar Francke		Mont A. Cazier		1972-00-00	1972	0	24			24-24..1972	walking among plants on a sand dune												adult						USA	New Mexico	San Juan County		N of Navajo		0		36.027704	-109.039688	WGS84			David Fleming		SCAN	requires verification		2470	2470							dflemin2	2015-03-08 21:17:29		1	urn:uuid:05b83b01-52a5-43e6-92b7-df3b6d081da8	http://scan-bugs.org/portal/collections/individual/index.php?occid=14840407
14840408	ASU	ASUHIC		PreservedSpecimen	552f063b-d618-4b44-a5ff-b1ce9496b787		Teneb_base 2364, ASUC 10644	Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes extricatus	Say, 1824	Eleodes	extricatus			C.A. Triplehorn							Oscar Francke		Mont A. Cazier		1972-00-00	1972	0	24			24-24..1972	walking among plants on a sand dune												adult						USA	New Mexico	San Juan County		N of Navajo		0		36.027704	-109.039688	WGS84			David Fleming		SCAN	requires verification		2470	2470							dflemin2	2015-03-08 21:17:29		1	urn:uuid:552f063b-d618-4b44-a5ff-b1ce9496b787	http://scan-bugs.org/portal/collections/individual/index.php?occid=14840408
14840409	ASU	ASUHIC		PreservedSpecimen	cf3502ac-1b3f-4952-878b-529df02da4a9		Teneb_base 3006, ASUC 10792	Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes tricostatus	(Say, 1824)	Eleodes	tricostatus			Rebecca Dornburg							Oscar Francke		Mont A. Cazier		1972-00-00	1972	0	24			24-24..1972													adult						USA	New Mexico	San Juan County		N of Navajo		0		36.027704	-109.039688	WGS84			David Fleming		SCAN	requires verification		2470	2470							dflemin2	2015-03-08 21:17:29		1	urn:uuid:cf3502ac-1b3f-4952-878b-529df02da4a9	http://scan-bugs.org/portal/collections/individual/index.php?occid=14840409
14840410	ASU	ASUHIC		PreservedSpecimen	a0b8cbfa-374b-4b98-a806-30ef1922b965		Teneb_base 1125, ASUC 10737	Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes pilosus	Horn, 1870	Eleodes	pilosus			Stephanie Delgado							Oscar Francke		Mont A. Cazier		1972-00-00	1972	0	24			24-24..1972	walking among plants on a sand dune												adult						USA	New Mexico	San Juan County		N of Navajo		0		36.027704	-109.039688	WGS84			David Fleming		SCAN	requires verification		2470	2470							dflemin2	2015-03-08 21:17:29		1	urn:uuid:a0b8cbfa-374b-4b98-a806-30ef1922b965	http://scan-bugs.org/portal/collections/individual/index.php?occid=14840410
14840411	ASU	ASUHIC		PreservedSpecimen	e571ec0d-f645-4743-9352-8399777e6d93		Teneb_base 1126, ASUC 10739	Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes pilosus	Horn, 1870	Eleodes	pilosus			Stephanie Delgado							Oscar Francke		Mont A. Cazier		1972-00-00	1972	0	24			24-24..1972	walking among plants on a sand dune												adult						USA	New Mexico	San Juan County		N of Navajo		0		36.027704	-109.039688	WGS84			David Fleming		SCAN	requires verification		2470	2470							dflemin2	2015-03-08 21:17:29		1	urn:uuid:e571ec0d-f645-4743-9352-8399777e6d93	http://scan-bugs.org/portal/collections/individual/index.php?occid=14840411
14840412	ASU	ASUHIC		PreservedSpecimen	4c978975-3f55-4d9c-8b4a-4ae6256ee0bd		Teneb_base 1127, ASUC 10738	Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes pilosus	Horn, 1870	Eleodes	pilosus			Stephanie Delgado							Oscar Francke		Mont A. Cazier		1972-00-00	1972	0	24			24-24..1972	walking among plants on a sand dune												adult						USA	New Mexico	San Juan County		N of Navajo		0		36.027704	-109.039688	WGS84			David Fleming		SCAN	requires verification		2470	2470							dflemin2	2015-03-08 21:17:29		1	urn:uuid:4c978975-3f55-4d9c-8b4a-4ae6256ee0bd	http://scan-bugs.org/portal/collections/individual/index.php?occid=14840412
14840413	ASU	ASUHIC		PreservedSpecimen	a4e08972-fa89-44f7-a847-ddafb0cb6f41	ASUHIC0086247	Teneb_base 2035, ASUC 11004	Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes armatus	LeConte, 1851	Eleodes	armatus			C.A. Triplehorn							Donald Schreiber				1971-05-09	1971	5	9	129		V-9-1971	found under log												adult						USA	Arizona	Coconino County		Oak Creek Canyon		0		34.912719	-111.72606	WGS84			David Fleming		SCAN	requires verification		1200	1450							dflemin2	2016-09-20 22:33:11		1	urn:uuid:a4e08972-fa89-44f7-a847-ddafb0cb6f41	http://scan-bugs.org/portal/collections/individual/index.php?occid=14840413
14840414	ASU	ASUHIC		PreservedSpecimen	6d4e7492-9134-4ddc-8d72-b03f2b187085	ASUHIC0086429	Teneb_base 2579, ASUC 10905	Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes obscurus	(Say, 1824)	Eleodes	obscurus			C.A. Triplehorn							B. Work				1974-04-23	1974	4	23	113		IV-23-1974													adult						USA	Arizona	Pinal County		Oak Flat Campground		0		33.307564	-111.050733	WGS84			David Fleming		SCAN	requires verification										dflemin2	2016-10-13 19:19:47		1	urn:uuid:6d4e7492-9134-4ddc-8d72-b03f2b187085	http://scan-bugs.org/portal/collections/individual/index.php?occid=14840414
14840415	ASU	ASUHIC		PreservedSpecimen	bfaada0b-4f0a-407f-a39a-0a08b02d7d29	ASUHIC0086431	Teneb_base 2581, ASUC 10899	Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes obscurus	(Say, 1824)	Eleodes	obscurus			C.A. Triplehorn							B. Work				1974-04-16	1974	4	16	106		IV-16-1974	on ground												adult						USA	Arizona	Pinal County		Oak Flat Campground		0		33.307564	-111.050733	WGS84			David Fleming		SCAN	requires verification										dflemin2	2016-10-13 19:23:26		1	urn:uuid:bfaada0b-4f0a-407f-a39a-0a08b02d7d29	http://scan-bugs.org/portal/collections/individual/index.php?occid=14840415
14840416	ASU	ASUHIC		PreservedSpecimen	20bf80b4-6b6f-41ce-87c4-8051a5fcd44b		Teneb_base 2368, ASUC 10637	Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes extricatus	Say, 1824	Eleodes	extricatus			C.A. Triplehorn							Sybil Wilson				1972-00-00	1972	0	17			17-17..1972													adult						USA	Arizona	Navajo County		1 mi. W of Heber		0		34.438397	-110.61685	WGS84			David Fleming		SCAN	requires verification										dflemin2	2015-03-08 21:17:29		1	urn:uuid:20bf80b4-6b6f-41ce-87c4-8051a5fcd44b	http://scan-bugs.org/portal/collections/individual/index.php?occid=14840416
14840417	ASU	ASUHIC		PreservedSpecimen	9286a5a1-5793-4bb3-89c8-9ead1f023343		Teneb_base 2369, ASUC 10638	Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes extricatus	Say, 1824	Eleodes	extricatus			C.A. Triplehorn							Sybil Wilson				1972-00-00	1972	0	17			17-17..1972													adult						USA	Arizona	Navajo County		1 mi. W of Heber		0		34.438397	-110.61685	WGS84			David Fleming		SCAN	requires verification										dflemin2	2015-03-08 21:17:29		1	urn:uuid:9286a5a1-5793-4bb3-89c8-9ead1f023343	http://scan-bugs.org/portal/collections/individual/index.php?occid=14840417
14840418	ASU	ASUHIC		PreservedSpecimen	26f26177-1bed-4504-acbd-cb857210ea0a	ASUHIC0086352	Teneb_base 2925, ASUC 10713	Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes hispilabris	(Say, 1824)	Eleodes	hispilabris			Aaron D. Smith											1934-05-20	1934	5	20	140		May 20, 1934													adult						USA	New Mexico	Mora County		Optimo		0		35.89028	-104.80306	WGS84			David Fleming		SCAN	requires verification										dflemin2	2016-10-04 19:52:40		1	urn:uuid:26f26177-1bed-4504-acbd-cb857210ea0a	http://scan-bugs.org/portal/collections/individual/index.php?occid=14840418
14840419	ASU	ASUHIC		PreservedSpecimen	fe808b7d-4364-42a8-8341-24dd8cc3929f		Teneb_base 2375, ASUC 10647	Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes extricatus	Say, 1824	Eleodes	extricatus			C.A. Triplehorn											1935-00-00	1935	0	23			23-23..1935													adult						USA	New Mexico	Mora County		Optimo		0		35.89028	-104.80306	WGS84			David Fleming		SCAN	requires verification										dflemin2	2015-03-08 21:17:29		1	urn:uuid:fe808b7d-4364-42a8-8341-24dd8cc3929f	http://scan-bugs.org/portal/collections/individual/index.php?occid=14840419
14840420	ASU	ASUHIC		PreservedSpecimen	6f01d52a-0578-49b1-8f5d-22ffac216834		Teneb_base 3104, ASUC 10370	Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes carbonarius	(Say, 1823)	Eleodes	carbonarius			Wade Wilber											1935-00-00	1935	0	28			28-28..1935													adult						USA	New Mexico	Mora County		Optimo		0		35.89028	-104.80306	WGS84			David Fleming		SCAN	requires verification										dflemin2	2015-03-08 21:17:29		1	urn:uuid:6f01d52a-0578-49b1-8f5d-22ffac216834	http://scan-bugs.org/portal/collections/individual/index.php?occid=14840420
14840421	ASU	ASUHIC		PreservedSpecimen	e787f732-7430-4a05-a846-638109c3c076	ASUHIC0086437	Teneb_base 2605, ASUC 10909	Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes obscurus	(Say, 1824)	Eleodes	obscurus			Wade Wilber											1935-09-14	1935	9	14	257		Sept. 14 1935													adult						USA	New Mexico	Mora County		Optimo		0		35.89028	-104.80306	WGS84			David Fleming		SCAN	requires verification										dflemin2	2016-10-13 19:33:20		1	urn:uuid:e787f732-7430-4a05-a846-638109c3c076	http://scan-bugs.org/portal/collections/individual/index.php?occid=14840421
14840422	ASU	ASUHIC		PreservedSpecimen	5c1793ff-cb9b-43dd-ab2a-553bfe747851	ASUHIC0086349	Teneb_base 2922, ASUC 10710	Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes hispilabris	(Say, 1824)	Eleodes	hispilabris			C.A. Triplehorn											1935-08-19	1935	8	19	231		August 19, 1935													adult						USA	New Mexico	Mora County		Optimo		0		35.89028	-104.80306	WGS84			David Fleming		SCAN	requires verification										dflemin2	2016-10-04 19:46:45		1	urn:uuid:5c1793ff-cb9b-43dd-ab2a-553bfe747851	http://scan-bugs.org/portal/collections/individual/index.php?occid=14840422
14840423	ASU	ASUHIC		PreservedSpecimen	557184c6-2334-449c-990a-696f9e9d5e3f	ASUHIC0086354	Teneb_base 2927, ASUC 10718	Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes hispilabris	(Say, 1824)	Eleodes	hispilabris			Aaron D. Smith											1935-08-04	1935	8	4	216		Sept. 4, 1935													adult						USA	New Mexico	Mora County		Optimo		0		35.89028	-104.80306	WGS84			David Fleming		SCAN	requires verification										dflemin2	2016-10-04 19:56:14		1	urn:uuid:557184c6-2334-449c-990a-696f9e9d5e3f	http://scan-bugs.org/portal/collections/individual/index.php?occid=14840423
14840424	ASU	ASUHIC		PreservedSpecimen	cc9aaf31-260a-4eef-a826-7708947fb876		Teneb_base 3103, ASUC 10369	Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes carbonarius	(Say, 1823)	Eleodes	carbonarius			Wade Wilber											1935-00-00	1935	0	4			4-4..1935													adult						USA	New Mexico	Mora County		Optimo		0		35.89028	-104.80306	WGS84			David Fleming		SCAN	requires verification										dflemin2	2015-03-08 21:17:29		1	urn:uuid:cc9aaf31-260a-4eef-a826-7708947fb876	http://scan-bugs.org/portal/collections/individual/index.php?occid=14840424
14840425	ASU	ASUHIC		PreservedSpecimen	1d9b865b-bbcd-4098-ae91-a485839bfeea		Teneb_base 3117, ASUC 10357	Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes carbonarius	(Say, 1823)	Eleodes	carbonarius			Wade Wilber											1934-00-00	1934	0	17			17-17..1934													adult						USA	New Mexico	Mora County		Optimo		0		35.89028	-104.80306	WGS84			David Fleming		SCAN	requires verification										dflemin2	2015-03-08 21:17:29		1	urn:uuid:1d9b865b-bbcd-4098-ae91-a485839bfeea	http://scan-bugs.org/portal/collections/individual/index.php?occid=14840425
14840426	ASU	ASUHIC		PreservedSpecimen	0af12cdf-ffa9-483a-be04-bfdc373ebb17		Teneb_base 3118, ASUC 10356	Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes carbonarius	(Say, 1823)	Eleodes	carbonarius			C.A. Triplehorn											1934-00-00	1934	0	17			17-17..1934													adult						USA	New Mexico	Mora County		Optimo		0		35.89028	-104.80306	WGS84			David Fleming		SCAN	requires verification										dflemin2	2015-03-08 21:17:29		1	urn:uuid:0af12cdf-ffa9-483a-be04-bfdc373ebb17	http://scan-bugs.org/portal/collections/individual/index.php?occid=14840426
14840427	ASU	ASUHIC		PreservedSpecimen	8b472440-017e-44ba-8725-e90f7f5aafb3		Teneb_base 2429, ASUC 11788	Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes subnitens	LeConte, 1851	Eleodes	subnitens			C.A. Triplehorn							EA Kleinert				1970-00-00	1970	0	27			27-27..1970													adult						USA	Arizona	Coconino County		Page		0		36.91472	-111.455833	WGS84			David Fleming		SCAN	requires verification										dflemin2	2015-03-08 21:17:29		1	urn:uuid:8b472440-017e-44ba-8725-e90f7f5aafb3	http://scan-bugs.org/portal/collections/individual/index.php?occid=14840427
14840428	ASU	ASUHIC		PreservedSpecimen	2f188fb3-ffac-4aa3-be03-edbfd8d37cff		Teneb_base 3119, ASUC 10355	Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes carbonarius	(Say, 1823)	Eleodes	carbonarius			Wade Wilber																														adult						USA	Colorado	Archuleta County		Pagosa Springs		0		37.266944	-107.003333	WGS84			David Fleming		SCAN	requires verification										dflemin2	2015-03-08 21:17:29		1	urn:uuid:2f188fb3-ffac-4aa3-be03-edbfd8d37cff	http://scan-bugs.org/portal/collections/individual/index.php?occid=14840428
14840429	ASU	ASUHIC		PreservedSpecimen	41baba62-13f9-48c2-a822-f75e6a1dfd0a		Teneb_base 2204, ASUC 10334	Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes debilis	LeConte, 1858	Eleodes	debilis			Stephanie Delgado							Linda Draper		Oscar Francke, Mont A.Cazier		1974-00-00	1974	0	6			6-6..1974	found under cow chips												adult						USA	Texas	Brewster County		Paisano Pass, 13 mi. E of Marfa		0		30.317652	-103.775897	WGS84			David Fleming		SCAN	requires verification										dflemin2	2015-03-08 21:17:29		1	urn:uuid:41baba62-13f9-48c2-a822-f75e6a1dfd0a	http://scan-bugs.org/portal/collections/individual/index.php?occid=14840429
14840430	ASU	ASUHIC		PreservedSpecimen	e427beae-cb90-4ef5-b9cb-cdee5289de01		Teneb_base 2984, ASUC 10333	Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes debilis	LeConte, 1858	Eleodes	debilis			C.A. Triplehorn							Linda Draper		Oscar Francke, Mont A.Cazier		1974-00-00	1974	0	6			06-06..1974													adult						USA	Texas	Brewster County		Paisano Pass, 13 mi. E of Marfa		0		30.317652	-103.775897	WGS84			David Fleming		SCAN	requires verification										dflemin2	2015-03-08 21:17:29		1	urn:uuid:e427beae-cb90-4ef5-b9cb-cdee5289de01	http://scan-bugs.org/portal/collections/individual/index.php?occid=14840430
14840431	ASU	ASUHIC		PreservedSpecimen	0d8813fd-dec0-4303-bc59-9b9d7eb72959		Teneb_base 2985, ASUC 10335	Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes debilis	LeConte, 1858	Eleodes	debilis			C.A. Triplehorn							Linda Draper		Oscar Francke, Mont A.Cazier		1974-00-00	1974	0	6			06-06..1974													adult						USA	Texas	Brewster County		Paisano Pass, 13 mi. E of Marfa		0		30.317652	-103.775897	WGS84			David Fleming		SCAN	requires verification										dflemin2	2015-03-08 21:17:29		1	urn:uuid:0d8813fd-dec0-4303-bc59-9b9d7eb72959	http://scan-bugs.org/portal/collections/individual/index.php?occid=14840431
14840432	ASU	ASUHIC		PreservedSpecimen	0fde2f4c-f4f7-4af3-ad45-e7909bedcbf5		Teneb_base 2986, ASUC 10336	Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes debilis	LeConte, 1858	Eleodes	debilis			C.A. Triplehorn							Linda Draper		Oscar Francke, Mont A.Cazier		1974-00-00	1974	0	6			06-06..1974													adult						USA	Texas	Brewster County		Paisano Pass, 13 mi. E of Marfa		0		30.317652	-103.775897	WGS84			David Fleming		SCAN	requires verification										dflemin2	2015-03-08 21:17:29		1	urn:uuid:0fde2f4c-f4f7-4af3-ad45-e7909bedcbf5	http://scan-bugs.org/portal/collections/individual/index.php?occid=14840432
14840433	ASU	ASUHIC		PreservedSpecimen	da20ebeb-1dd5-4979-90cc-597936c74c5a		Teneb_base 2987, ASUC 10343	Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes debilis	LeConte, 1858	Eleodes	debilis			C.A. Triplehorn							Linda Draper		Oscar Francke, Mont A.Cazier		1974-00-00	1974	0	6			06-06..1974													adult						USA	Texas	Brewster County		Paisano Pass, 13 mi. E of Marfa		0		30.317652	-103.775897	WGS84			David Fleming		SCAN	requires verification										dflemin2	2015-03-08 21:17:29		1	urn:uuid:da20ebeb-1dd5-4979-90cc-597936c74c5a	http://scan-bugs.org/portal/collections/individual/index.php?occid=14840433
14840434	ASU	ASUHIC		PreservedSpecimen	82c76fec-ff86-426c-806f-80e359d2076f		Teneb_base 2988, ASUC 10344	Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes debilis	LeConte, 1858	Eleodes	debilis			C.A. Triplehorn							Linda Draper		Oscar Francke, Mont A.Cazier		1974-00-00	1974	0	6			06-06..1974													adult						USA	Texas	Brewster County		Paisano Pass, 13 mi. E of Marfa		0		30.317652	-103.775897	WGS84			David Fleming		SCAN	requires verification										dflemin2	2015-03-08 21:17:29		1	urn:uuid:82c76fec-ff86-426c-806f-80e359d2076f	http://scan-bugs.org/portal/collections/individual/index.php?occid=14840434
14840435	ASU	ASUHIC		PreservedSpecimen	16c2ff9e-aab1-4de8-94d3-2e98e1507fc6		Teneb_base 2989, ASUC 10341	Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes debilis	LeConte, 1858	Eleodes	debilis			C.A. Triplehorn							Linda Draper		Oscar Francke, Mont A.Cazier		1974-00-00	1974	0	6			06-06..1974													adult						USA	Texas	Brewster County		Paisano Pass, 13 mi. E of Marfa		0		30.317652	-103.775897	WGS84			David Fleming		SCAN	requires verification										dflemin2	2015-03-08 21:17:29		1	urn:uuid:16c2ff9e-aab1-4de8-94d3-2e98e1507fc6	http://scan-bugs.org/portal/collections/individual/index.php?occid=14840435
14840436	ASU	ASUHIC		PreservedSpecimen	002887b2-8c60-4b3d-8fc8-35b19d0da871		Teneb_base 2990, ASUC 10340	Animalia	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Eleodes debilis	LeConte, 1858	Eleodes	debilis			C.A. Triplehorn							Linda Draper		Oscar Francke, Mont A.Cazier		1974-00-00	1974	0	6			06-06..1974													adult						USA	Texas	Brewster County		Paisano Pass, 13 mi. E of Marfa		0		30.317652	-103.775897	WGS84			David Fleming		SCAN	requires verification										dflemin2	2015-03-08 21:17:29		1	urn:uuid:002887b2-8c60-4b3d-8fc8-35b19d0da871	http://scan-bugs.org/portal/collections/individual/index.php?occid=14840436
